HabitoPago;Km_Score;Habito;Km_Grupo;Tercero;CargaNacional;VariosVehiculos;Antiguedad;Arpu;Km_Recorridos;NroRevisiones;Uso;Balance;AtencionAlarmas;TiempoActivo;Facturado;OdsUnidad;Grupo;Target
HE;km+;1;3;0;0;1;0,232954545;0,4062;0,206318183;0;0,605;0;1;0,258;1;1;0,320657759;1
H0;km-;0;1;0;0;0;0,0625;0,4685;0,20627424;0;0;0;1;0,645;0;1;0,016443987;0
HB;km-;4;1;0;1;1;0,170454545;0,4282;0,206253224;0;0,4;-1;1;1;1;1;0;1
HB;km--;4;1;0;1;0;0,494318181;0,3439;0,206167249;0;0,434;-1;1;0,258;1;1;0,790339157;1
HB;km-;4;1;0;1;0;0,460227272;0,4894;0,206136681;0;0;0;1;1;0;1;0;1
HE;km+;1;3;0;1;0;0,272727272;0,3439;0,206087006;0;0;-1;1;0,225;0;1;0,336073997;0
HB;Estable;4;2;1;0;0;0,448863636;0,4685;0,205888309;0;0,167;-1;1;0,225;0;1;0,841726618;1
HE;km+;1;3;0;1;0;0,051136363;0,3439;0,205724002;0;0;0;1;0,225;0;1;0,321685508;0
HC;Estable;3;2;0;1;0;0,238636363;0,3439;0,205326608;0;0;-1;1;0;0;1;0,668036998;1
H0;km-;0;1;0;0;0;0,107954545;0,4685;0,204975067;0;0,152;0;1;1;1;1;0;1
H0;km+;0;3;0;1;0;0,011363636;0,3439;0,204917751;0;0;-1;1;1;1;1;0;1
HB;km-;4;1;0;1;0;0,02840909;0,3439;0,20491393;0;0,648;-1;1;1;1;1;0;1
HE;Estable;1;2;0;0;0;0,034090909;0,4685;0,204761086;0;0;-1;1;0,258;1;1;0,227132579;1
HE;km++;1;3;0;0;0;0,284090909;0,5033;0,20474198;0;0,069;-1;1;1;0;1;0;1
HD;Estable;2;2;0;1;1;0,267045454;0,4639;0,204480235;0;0;-1;1;0,258;1;1;0,49331963;1
HC;km-;3;1;0;0;0;0,056818181;0,3439;0,204314018;0;0;0;1;0,677;0;1;0,582733812;0
HE;km+;1;3;0;0;1;0,295454545;0,3659;0,204289181;0;0;-1;1;0,225;1;1;0,31963001;1
H0;km+;0;3;0;1;0;0,022727272;0,4216;0,204241417;0;0;-1;1;0,225;0;1;0,102774922;0
H0;km+;0;3;0;1;0;0,011363636;0,3439;0,204100036;0;0,304;-1;1;0,322;1;1;0,10585817;1
HD;km+;2;3;0;0;0;0,630681818;0,6217;0,203977761;0;0,91;0;1;0;0,647;1;0,515930113;1
H0;km+;0;3;0;0;0;0,017045454;0,3439;0,203928087;0;0,029;-1;1;0,225;0;1;0,086330935;0
HD;km+;2;3;0;0;0;0,369318181;0,468;0,203630041;0;0;-1;1;0,225;0;1;0,511819116;0
HA;km+;5;3;0;0;1;0,221590909;0,3439;0,203139031;0;0;-1;1;0,322;1;1;0;1
HD;km+;2;3;0;0;1;0,357954545;0,4282;0,202443591;0;0,246;-1;1;0;0;1;0,524152106;1
HE;Estable;1;2;0;1;1;0,034090909;0,4685;0,202420664;0;0;-1;1;0;0;1;0,270298047;1
HD;km+;2;3;0;1;1;0,261363636;0,4639;0,201564739;0;0;-1;1;0,645;1;1;0,548818088;1
HA;km-;5;1;1;1;0;0,52840909;0,5118;0,201505512;0;0,87;0;1;1;1;1;0;1
HB;km++;4;3;0;1;0;0,1875;0,4685;0,201406163;0;0,066;-1;1;0,677;0;1;0,869475847;0
H0;km+;0;3;0;1;0;0,034090909;0,3439;0,201176898;0;0,602;-1;1;1;1;1;0;1
HB;Estable;4;2;0;1;0;0,034090909;0,3439;0,201176898;0;0;-1;1;0,225;0;1;0,822199383;0
HE;km+;1;3;0;0;0;0,034090909;0,4685;0,201096655;0;0,276;-1;1;0,258;1;1;0,294964028;1
HC;km-;3;1;0;0;0;0,085227272;0,4685;0,200691618;0;0;0;1;0,645;0;1;0,586844809;0
HB;km+;4;3;0;1;1;0,045454545;0,4685;0,200512027;0;0,47;-1;1;0,258;1;1;0,876670092;1
H0;Estable;0;2;0;0;0;0,460227272;0,3439;0,200462353;0;0;-1;1;0,677;0;1;0,064748201;0
HD;km+;2;3;0;1;0;0,022727272;0,3439;0,200256013;0;0,408;-1;1;0,58;1;1;0,528263103;1
HD;Estable;2;2;0;0;1;0,176136363;0,3439;0,200187234;0;0,154;-1;1;0,225;1;1;0,468653648;1
H0;Estable;0;2;0;1;0;0,011363636;0,3439;0,200118454;0;0,663;-1;1;0,806;1;1;0,072970195;1
H0;km-;0;1;0;0;0;0,056818181;0,4685;0,199969431;0;0;-1;1;0,225;0;1;0,016443987;0
HE;km++;1;3;0;0;0;0,142045454;0,3439;0,199927399;0;0,418;-1;1;1;1;1;0;1
H0;km-;0;1;0;0;0;0,017045454;0,4685;0,199870083;0;0;-1;1;0,225;0;1;0,016443987;0
HB;km-;4;1;0;0;1;0,039772727;0,3439;0,199436388;0;0;-1;1;0;0;1;0,769784172;1
HE;Estable;1;2;0;1;0;0,073863636;0,4685;0,199316024;0;0,23;-1;1;0,645;0;1;0,260020554;1
HB;km+;4;3;0;1;0;0,034090909;0,3439;0,199201391;0;0;0;1;0;0;1;0,862281603;0
HE;km-;1;1;0;0;0;0,15340909;0,3439;0,199121148;0;0;-1;1;0;0;1;0,153134635;0
HE;km+;1;3;0;0;0;0,204545454;0,4685;0,197940429;0;0;-1;1;1;0;1;0;1
HC;km+;3;3;1;0;0;0,357954545;0,5118;0,197707342;0;0,561;0;1;0,58;1;1;0;1
H0;km+;0;3;0;0;0;0,5;0,3439;0,197703521;0;0,081;-1;1;0;0;1;0,094552929;0
H0;km+;0;3;0;0;0;0,011363636;0,4685;0,197088325;0;0,379;-1;1;0,322;1;1;0;1
HD;Estable;2;2;0;0;0;0,034090909;0,4685;0,196706215;0;0,076;-1;1;0,225;0;1;0,45323741;0
H0;km+;0;3;0;1;0;0,039772727;0,3439;0,196454023;0;0,083;0;1;1;1;1;0;1
HD;km+;2;3;0;0;0;0,130681818;0,4685;0,196343211;0;0,305;-1;1;0,354;1;1;0,504624871;1
HC;km+;3;3;0;0;0;0,221590909;0,4639;0,196224757;0;0,077;-1;1;0,354;1;1;0,693730729;1
HC;km++;3;3;0;0;0;0,5625;0,3891;0,195250377;0;0;0;1;1;1;1;0;1
HE;km+;1;3;0;0;0;0,77840909;0,4685;0,195005827;0;0;-1;1;0;0;1;0,305241521;1
H0;km++;0;3;0;1;0;0,005681818;0,3439;0,194658107;0;0,903;-1;1;1;1;1;0;1
H0;km+;0;3;0;0;1;0,034090909;0,2331;0,194186202;0;0,115;-1;1;0,322;1;1;0;1
HE;km++;1;3;0;1;0;0,02840909;0,3439;0,194153723;0;0;0;1;1;1;1;0;1
HE;Estable;1;2;0;0;0;0,210227272;0,4685;0,193878604;0;0,015;-1;1;0,225;0;1;0,23946557;0
HE;km-;1;1;0;0;0;0,113636363;0,4685;0,193546168;0;0,051;-1;1;0,258;1;1;0,149023638;1
H0;km-;0;1;0;1;0;0,011363636;0,4685;0,193477389;0;0,192;0;1;0,322;1;1;0,03905447;1
HD;km+;2;3;0;1;0;0,079545454;0,4685;0,193083816;0;0,223;-1;1;0,354;1;1;0,5323741;1
HA;Estable;5;2;0;0;1;0,227272727;0,3439;0,19306471;0;0;-1;1;1;0;1;0;1
HB;km-;4;1;0;0;0;0,147727272;0,4894;0,192995931;0;0;-1;1;0,225;1;1;0,763617677;1
HB;km+;4;3;0;0;0;0,068181818;0,3814;0,192667316;0;0,077;-1;1;0,225;0;1;0,842754367;0
HE;km-;1;1;0;0;0;0,130681818;0,4685;0,192189679;0;0,309;-1;1;1;0;1;0;1
HD;km+;2;3;0;1;0;0,02840909;0,4685;0,192101794;0;0;-1;1;0,225;0;1;0,525179856;0
HE;Estable;1;2;0;0;0;0,085227272;0,3439;0,191872528;0;0;-1;1;0;0;1;0,231243576;1
HE;km-;1;1;0;1;0;0,056818181;0,6139;0,191689116;0;0,382;-1;1;0,967;1;1;0,176772867;1
HC;km-;3;1;0;0;0;0,244318181;0,4041;0,191578304;0;0,738;0;1;1;1;1;0;1
HE;Nuevo;1;0;0;1;0;0,193181818;0,4685;0,19132229;0;0,394;-1;1;1;0;1;0;1
HC;Estable;3;2;0;0;0;0,482954545;0,4685;0,191173268;0;0,512;-1;1;0,322;1;1;0,650565262;1
H0;km+;0;3;0;0;0;0,022727272;0,4603;0,191062456;0;0;1;1;0;0;1;0,086330935;0
HB;Estable;4;2;0;0;0;0,039772727;0,4685;0,190947823;0;0,292;-1;1;0,258;1;1;0,805755395;1
HE;km+;1;3;0;0;1;0,034090909;0,4685;0,190871401;0;0,106;-1;1;0;0;1;0,310380267;1
HE;km-;1;1;0;0;1;0,142045454;0,4685;0,19062494;0;0;-1;1;0,225;1;1;0,164439876;1
HB;Estable;4;2;0;1;0;0,386363636;0,3052;0,190619209;0;0;-1;1;0,645;0;1;0,831449126;1
HB;Estable;4;2;0;1;0;0,107954545;0,4685;0,190026939;0;0;-1;1;1;1;1;0;1
HE;Estable;1;2;0;0;0;0,045454545;0,3987;0,18971743;0;0;-1;1;0;0;1;0,22610483;0
HC;km+;3;3;0;1;0;0,073863636;0,4685;0,189564586;0;0,154;-1;1;1;0;1;0;1
HD;km+;2;3;0;0;0;0,125;0,4685;0,189293288;0;0,126;-1;1;1;0;1;0;1
HE;km+;1;3;0;1;0;0,09090909;0,4894;0,189281825;0;0;-1;1;0,225;0;1;0,327852004;0
HB;Estable;4;2;0;0;0;0,176136363;0,4685;0,189258898;0;0,676;-1;1;0,806;1;1;0,81294964;1
H0;km+;0;3;0;1;0;0,022727272;0,3439;0,189216866;0;0,684;-1;1;1;1;1;0;1
HE;km-;1;1;0;1;1;0,545454545;0,4685;0,189010527;0;0,336;-1;1;0,225;1;1;0,210688591;0
H0;km++;0;3;0;1;0;0,017045454;0,6139;0,188903536;0;0,159;-1;1;0,322;1;1;0,104830421;1
HB;Estable;4;2;0;0;0;0,4375;0,3439;0,188773619;0;0,025;0;1;1;1;1;0;1
HC;Estable;3;2;0;0;0;0,142045454;0,3439;0,188685734;0;0,025;-1;1;0,225;1;1;0,643371017;1
H0;km+;0;3;0;0;0;0,022727272;0,3439;0,188655165;0;0;-1;1;0;0;1;0,086330935;0
HC;km+;3;3;0;1;0;0,034090909;0,3439;0,188456468;0;0,104;-1;1;0,225;0;1;0,702980472;0
H0;km-;0;1;0;1;0;0,073863636;0,4685;0,188433542;0;0;0;1;0,645;0;1;0,045220966;0
H0;km-;0;1;0;1;0;0,056818181;0,3439;0,187921515;0;0;-1;1;0,677;0;1;0,038026721;0
HE;km-;1;1;1;0;0;0,426136363;0,5118;0,187883304;0;0;-1;1;0,225;1;1;0,215827338;1
HB;km+;4;3;0;0;0;0,295454545;0,3439;0,187738102;0;0,121;-1;1;0,354;1;1;0,85303186;1
H0;Estable;0;2;0;0;0;0,522727272;0,4685;0,187539405;0;0;-1;1;1;0;1;0;1
H0;Estable;0;2;0;0;0;0,079545454;0,3439;0,186924209;0;0;-1;1;1;1;1;0;1
HA;Estable;5;2;0;0;0;0,181818181;0,4685;0,186786649;0;0,516;-1;1;0;1;1;0,942446043;1
H0;km++;0;3;0;1;0;0,0625;0,4685;0,186626163;0;0,092;-1;1;0,548;1;1;0,104830421;1
HA;km+;5;3;0;0;0;0,119318181;0,4894;0,186450393;0;0,786;-1;1;1;1;1;0;1
HB;Estable;4;2;0;1;0;0,039772727;0,3439;0,186339581;0;0,076;-1;1;0;0;1;0,822199383;0
H0;km++;0;3;0;1;1;0,005681818;0,4685;0,186255517;0;0,234;-1;1;1;1;1;0;1
HB;km-;4;1;1;0;0;0,323863636;0,3439;0,186148526;0;0;-1;1;0,354;1;1;0,800616649;1
HE;km-;1;1;0;0;0;0,261363636;0,4685;0,185132114;0;0,488;-1;1;0,258;1;1;0,161356628;1
HE;km-;1;1;0;1;0;0,056818181;0,3439;0,184776752;0;0;0;1;0;0;1;0,17266187;0
H0;km+;0;3;0;0;0;0,02840909;0,3439;0,184742363;0;0,712;-1;1;0,967;0;1;0;1
HD;km++;2;3;0;1;0;0,573863636;0,6762;0,184333505;0;0,561;-1;1;0,838;1;1;0,542651593;1
HC;km+;3;3;0;1;0;0,079545454;0,4685;0,184123345;0;0,04;-1;1;1;1;1;0;1
HA;km++;5;3;0;0;0;0,119318181;0,5118;0,184073671;0;0;-1;1;0,741;0;1;0,968139773;0
H0;km--;0;1;0;1;0;0,022727272;0,4894;0,183714488;0;0,051;-1;1;0,677;0;1;0,038026721;0
HE;km+;1;3;0;0;0;0,079545454;0,4685;0,18347758;0;0,092;-1;1;0;0;1;0,297019527;0
HC;km--;3;1;0;0;0;0,068181818;0,3439;0,183431727;0;0,41;-1;1;0,354;1;1;0,58581706;1
HE;km-;1;1;0;1;0;0,431818181;0,6217;0,183317094;0;0,264;0;1;0;0;1;0,193216855;0
HA;km-;5;1;0;0;0;0,125;0,4685;0,183244493;0;0,1;-1;1;0,87;0;1;0,90544707;1
HB;Estable;4;2;0;1;0;0,096590909;0,4685;0,183183355;0;0;-1;1;0;0;1;0,82631038;0
HA;Estable;5;2;0;1;1;0,482954545;0,5631;0,182925431;0;0,32;-1;1;0,612;1;1;0;1
H0;km-;0;1;0;0;0;0,085227272;0,4685;0,182789782;0;0;-1;1;0,645;0;1;0,021582733;0
H0;Estable;0;2;0;0;0;0,022727272;0,4685;0,182701897;0;0;-1;1;0;0;1;0,059609455;0
H0;km+;0;3;0;1;0;0,204545454;0,4685;0,18264076;0;0;-1;1;0;0;1;0,110996916;0
HE;km++;1;3;0;0;0;0,073863636;0,4685;0,18257198;0;0;-1;1;0,133;0;1;0,297019527;1
H0;Nuevo;0;0;0;1;0;0;0,3439;0,182453526;0;0,014;-1;1;1;0;1;0;1
HA;km+;5;3;0;0;0;0,079545454;0,3439;0,182392388;0;0,252;-1;1;0,258;1;1;0,970195272;1
HB;km+;4;3;0;0;0;0,221590909;0,3439;0,182254829;0;0,001;-1;1;0;0;1;0,85200411;1
H0;Estable;0;2;0;0;0;0,017045454;0,4685;0,181742802;0;0,154;-1;1;1;0;1;0;1
HD;Estable;2;2;0;0;0;0,073863636;0,4685;0,181372156;0;0,014;-1;1;0,322;1;1;0,457348406;1
HE;km-;1;1;0;1;0;0,420454545;0,6217;0,180905982;0;0,341;0;1;1;1;1;0;1
HD;Estable;2;2;0;0;0;0,039772727;0,4685;0,180753138;0;0;-1;1;0;0;1;0,45323741;0
H0;km+;0;3;0;1;0;0,017045454;0,4216;0,180745496;0;0;-1;1;1;0;1;0;1
H0;Estable;0;2;0;1;0;0,113636363;0,4685;0,180474198;0;0;0;1;0,645;0;1;0,073997944;0
HC;km--;3;1;0;1;0;0,125;0,2057;0,18037485;0;0;-1;1;0,645;0;1;0,615621788;0
HE;km-;1;1;0;1;0;0,34090909;0,4685;0,180336639;0;0;-1;1;0;0;1;0,189105858;0
HD;km+;2;3;0;0;0;0,056818181;0,3439;0,179935423;0;0,025;0;1;0,225;0;1;0,498458376;0
HA;km-;5;1;0;1;0;0,21590909;0,4685;0,179920139;0;0,2;-1;1;0;1;1;0,930113052;1
HB;km-;4;1;0;0;0;0,119318181;0,3439;0,179797864;0;0,344;-1;1;0,258;1;1;0,762589928;1
HC;Estable;3;2;0;0;0;0,073863636;0,3439;0,179446323;0;0,026;-1;1;0;0;1;0,63926002;1
HE;km-;1;1;0;0;0;0,142045454;0,4685;0,179377543;0;0,051;-1;1;0,225;1;1;0,154162384;1
HC;km+;3;3;0;0;0;0,107954545;0,3439;0,179289658;0;0,025;0;1;1;0;1;0;1
H0;km-;0;1;0;1;0;0,034090909;0,3439;0,178857874;0;0,802;-1;1;0,967;1;1;0,044193216;1
H0;Estable;0;2;0;1;0;0,102272727;0,4685;0,178754705;0;0,055;-1;1;1;1;1;0;1
H0;km+;0;3;1;0;0;0,3125;0,6217;0,178609503;0;0;-1;1;0,806;1;1;0,118191161;1
H0;km+;0;3;0;0;0;0,02840909;0,3987;0,178567471;0;0;-1;1;1;1;1;0;1
HD;Estable;2;2;0;1;0;0,647727272;0,3068;0,178556008;0;0,499;-1;1;0,258;1;1;0,487153134;1
HC;km-;3;1;0;0;0;0,380681818;0,3279;0,178487228;0;0,343;-1;1;0,258;0,914;1;0,5991778;1
HD;Estable;2;2;0;1;0;0,034090909;0,4685;0,17846048;0;0;-1;1;0;0;1;0,471736896;0
H0;km-;0;1;0;1;0;0,017045454;0,3439;0,178208288;0;0,733;-1;1;1;1;1;0;1
H0;km++;0;3;0;0;0;0,005681818;0,3439;0,178108939;0;0,094;-1;1;1;1;1;0;1
HE;km+;1;3;0;0;0;0,170454545;0,4685;0,178047802;0;0;-1;1;0,677;0;1;0,302158273;0
HC;km+;3;3;0;1;0;0,022727272;0,3439;0,177864389;0;0,077;0;1;0,225;1;1;0,704008221;1
H0;Estable;0;2;0;0;0;0,017045454;0,4685;0,177520491;0;0,239;-1;1;1;0,97;1;0;1
H0;Estable;0;2;0;1;0;0,005681818;0,3439;0,177195697;0;0;-1;1;1;1;1;0;1
HE;km+;1;3;0;0;0;0,477272727;0,4685;0,17682123;0;0,014;1;1;0,645;0;1;0,305241521;0
H0;km+;0;3;0;0;0;0,517045454;0,4685;0,176706597;0;0;-1;1;0,322;1;1;0,095580678;1
HD;km+;2;3;0;1;0;0,193181818;0,4685;0,176622533;0;0;0;1;0,225;0;1;0,534429599;0
HC;km+;3;3;0;1;0;0,147727272;0,4894;0,1765079;0;0,679;0;1;1;1;1;0;1
H0;km+;0;3;0;1;0;0,482954545;0,4685;0,176221318;0;0;0;1;1;1;1;0;1
HE;km++;1;3;0;0;0;0,409090909;0,4685;0,176083758;0;0;-1;1;1;1;1;0;1
HD;km+;2;3;0;1;0;0,244318181;0,4639;0,175843029;0;0,282;-1;1;0,354;1;1;0,540596094;1
H0;km-;0;1;0;0;0;0,073863636;0,3439;0,175659617;0;0,051;-1;1;1;1;1;0;1
HE;Estable;1;2;0;0;0;0,039772727;0,4487;0,175418888;0;0;-1;1;1;1;1;0;1
HB;km+;4;3;0;1;0;0,02840909;0,3439;0,175285149;0;0;0;1;0,225;0;1;0,862281603;0
H0;km-;0;1;0;1;0;0,022727272;0,3439;0,174738733;0;0;0;1;0,677;0;1;0,038026721;0
HE;Estable;1;2;0;1;1;0,130681818;0,4894;0,174675684;0;0,22;-1;1;0;0;1;0,274409044;1
HE;km-;1;1;0;1;0;0,125;0,4685;0,17448654;0;0,201;-1;1;0,354;1;1;0,181911613;1
HC;km+;3;3;1;0;1;0,585227272;0,5118;0,174461066;0;0,314;-1;1;0,258;1;1;0,7327852;1
HD;Estable;2;2;0;0;0;0,125;0,4894;0,174379549;0;0,694;-1;1;1;1;1;0;1
H0;km+;0;3;0;1;0;0,306818181;0,3439;0,174303128;0;0;-1;1;0;0;1;0,113052415;0
HD;km+;2;3;0;1;1;0,068181818;0,4062;0,174203779;0;0;-1;1;0;0;1;0,543679342;1
H0;km+;0;3;0;0;0;0,210227272;0,6012;0,174127357;0;0,154;0;1;1;1;1;0;1
HA;Estable;5;2;0;1;0;0,085227272;0,3439;0,174092967;0;0,157;0;1;0,322;0,745;1;0;1
HD;Estable;2;2;0;1;0;0,039772727;0,3439;0,173898091;0;0,349;-1;1;1;1;1;0;1
HC;km+;3;3;0;0;1;0,306818181;0,4373;0,17338702;0;0,129;-1;1;0,645;0;1;0,700924974;1
H0;km+;0;3;0;0;0;0,079545454;0,4685;0,173279074;0;0;0;1;0,645;0;1;0,089414182;0
HC;Estable;3;2;0;1;0;0,073863636;0,4685;0,173068913;0;0,226;0;1;1;1;1;0;1
HD;km++;2;3;0;1;0;0,02840909;0,4685;0,173053629;0;0,026;-1;1;0;0;1;0,525179856;0
H0;Estable;0;2;0;0;0;0,011363636;0,4685;0,173049808;0;0,025;-1;1;0,322;1;1;0,060637204;1
H0;km+;0;3;0;1;0;0,034090909;0,3439;0,173000134;0;0,844;-1;1;1;1;1;0;1
HA;km++;5;3;0;1;0;0,039772727;0,3439;0,172896964;0;0,025;-1;1;0;0;1;0,980472764;0
HD;Estable;2;2;0;0;0;0,102272727;0,4685;0,172434611;0;0,066;-1;1;1;1;1;0;1
H0;km+;0;3;0;1;0;0,011363636;0,4685;0,172419327;0;0,106;-1;1;1;1;1;0;1
HC;km-;3;1;0;1;0;0,46590909;0,4894;0,172063965;0;0;0;1;0,225;0;1;0,623843782;0
HD;km+;2;3;0;1;0;0,136363636;0,4685;0,171853805;0;0,454;0;1;1;1;1;0;1
H0;Estable;0;2;0;0;0;0,102272727;0,4685;0,171746814;0;0;-1;1;0,677;0;1;0,061664953;0
H0;km-;0;1;0;0;0;0,017045454;0,4603;0,171739172;0;0;1;1;0,645;0;1;0,016443987;0
H0;Estable;0;2;0;1;0;0,017045454;0,3439;0,171368526;0;0;-1;1;1;0;1;0;1
H0;Estable;0;2;0;1;0;0,181818181;0,3439;0,171345599;0;0;-1;1;0;0;1;0,078108941;0
HB;km+;4;3;0;1;0;0,25;0,4685;0,171265356;0;0,051;-1;1;0;0;1;0,871531346;0
H0;km+;0;3;0;0;0;0,011363636;0,4685;0,170772435;0;0,45;-1;1;1;0,97;1;0;1
H0;Estable;0;2;0;1;0;0,011363636;0,3439;0,17075715;0;0,194;-1;1;0,322;1;1;0,068859198;1
HC;km+;3;3;0;1;0;0,09090909;0,4685;0,170596664;0;0;-1;1;0,225;0;1;0,707091469;0
H0;km-;0;1;0;1;0;0,056818181;0,4685;0,170577559;0;0;-1;1;0,741;1;1;0,03905447;1
HC;km+;3;3;0;1;0;0,755681818;0,4685;0,170566095;0;0;-1;1;0;0;1;0,716341212;0
HE;km--;1;1;0;0;0;0,09090909;0,3439;0,170554632;0;0;-1;1;0;0;1;0,147995889;0
HE;Estable;1;2;0;0;0;0,096590909;0,4685;0,170462926;0;0,212;-1;1;0;0;1;0,233299075;1
HB;km++;4;3;0;0;0;0,096590909;0,4685;0,170378862;0;0;-1;1;0,354;1;1;0,846865364;0
HE;km+;1;3;1;0;0;0,630681818;0,5118;0,170283334;0;0;-1;1;0,354;1;1;0,357656731;1
H0;km-;0;1;0;0;1;0,02840909;0,4685;0,170124759;0;0,233;-1;1;0,322;1;1;0,031860226;1
HD;km+;2;3;0;1;0;0,022727272;0,4685;0,170103743;0;0,839;-1;1;0,258;1;1;0,529290853;1
HA;km--;5;1;0;0;0;0,295454545;0,2998;0,170038784;0;0,091;0;1;0,677;0;1;0,911613566;0
HA;km-;5;1;0;0;0;0,09090909;0,4685;0,169970004;0;0,761;-1;1;1;1;1;0;1
H0;km+;0;3;0;0;0;0,011363636;0,4685;0,169924151;0;0,156;-1;1;0,967;1;1;0,087358684;1
HE;km-;1;1;0;0;0;0,068181818;0,4685;0,169824803;0;0;0;1;0;0;1;0,143884892;0
HA;Estable;5;2;0;1;0;0,09090909;0,3439;0,169717812;0;0;0;1;1;0;1;0;1
HD;Estable;2;2;0;1;0;0,142045454;0,4685;0,169213427;0;0,207;0;1;0,354;1;1;0,482014388;0
HE;km+;1;3;0;1;0;0,056818181;0,4685;0,168888634;0;0;-1;1;0,225;0;1;0,321685508;0
HC;Estable;3;2;0;1;0;0,414772727;0,4685;0,168032709;0;0,742;0;1;1;1;1;0;1
HC;km-;3;1;0;0;0;0,221590909;0,4685;0,168009782;0;0,255;-1;1;0,258;1;1;0,600205549;1
HC;km-;3;1;0;0;1;0,107954545;0,4685;0,167820638;0;0,508;-1;1;0,258;1;1;0,605344295;1
HE;km+;1;3;0;1;0;0,0625;0,4685;0,167761411;0;0;-1;1;0,225;0;1;0,321685508;0
HE;km+;1;3;0;1;0;0,136363636;0,3439;0,1677232;0;0;-1;1;0,225;0;1;0,327852004;0
HD;km+;2;3;0;0;0;0,079545454;0,4685;0,16765442;0;0,197;-1;1;0,774;1;1;0,503597122;1
H0;km-;0;1;0;1;0;0,017045454;0,3439;0,167436618;0;0;-1;1;0,225;0;1;0,038026721;0
HC;km+;3;3;0;1;0;0,085227272;0,4685;0,167192067;0;0,387;-1;1;0;0;1;0,709146968;1
H0;km++;0;3;0;1;0;0,034090909;0,4685;0,167161499;0;0;-1;1;0,225;0;1;0,102774922;0
H0;km+;0;3;0;0;0;0,022727272;0,4894;0,167134751;0;0,425;-1;1;0,322;1;1;0,088386433;1
H0;km-;0;1;0;1;0;0,022727272;0,3439;0,16709654;0;0;-1;1;0;0;1;0,038026721;0
HA;km--;5;1;0;1;0;0,306818181;0,4685;0,166691504;0;0,366;0;1;0,967;1;1;0,930113052;1
HC;km-;3;1;0;1;0;0,068181818;0,4685;0,166668577;0;0,082;0;1;1;1;1;0;1
H0;km-;0;1;0;1;1;0,011363636;0,4685;0,166569229;0;0;-1;1;1;1;1;0;1
HB;km+;4;3;0;1;1;0,210227272;0,4685;0,166389637;0;0,18;0;1;0,258;1;1;0,880781089;1
H0;km++;0;3;0;1;0;0,022727272;0,3439;0,166305573;0;0,573;-1;1;1;1;1;0;1
H0;km-;0;1;0;0;0;0,022727272;0,3439;0,166252078;0;0;0;1;0,677;0;1;0,016443987;0
HD;Estable;2;2;0;0;0;0,085227272;0,4685;0,166125982;0;0,323;0;1;1;1;1;0;1
HD;km-;2;1;0;1;0;0,102272727;0,3439;0,166118339;0;0,338;0;1;1;1;1;0;1
HC;Estable;3;2;0;0;0;0,176136363;0,4685;0,166103055;0;0,309;-1;1;0,225;0;1;0,644398766;1
HD;Estable;2;2;0;0;0;0,0625;0,3439;0,166064844;0;0;0;1;0;0;1;0,45323741;0
HC;km++;3;3;0;0;0;0,107954545;0,5118;0,166038096;0;0;-1;1;0,677;0;1;0,682425488;0
HD;km-;2;1;1;0;0;0,363636363;0,5118;0,165973138;0;0,52;0;1;1;1;1;0;1
HE;km-;1;1;0;0;0;0,113636363;0,4685;0,165950211;0;0,13;0;1;1;1;1;0;1
HA;km++;5;3;0;1;0;0,022727272;0,3439;0,165782083;0;0;-1;1;1;1;1;0;1
HB;km+;4;3;0;1;0;0,409090909;0,3439;0,165755335;0;0,118;0;1;1;1;1;0;1
HD;km++;2;3;0;1;0;0,017045454;0,6012;0,165629239;0;0,318;-1;1;0,225;1;1;0,527235354;1
HE;km+;1;3;1;0;0;0,3125;0,4685;0,165526069;0;0;0;1;0;0;1;0,356628982;1
HC;Estable;3;2;0;0;0;0,289772727;0,4639;0,165499322;0;0;-1;1;0,258;1;1;0,648509763;1
H0;Estable;0;2;0;0;0;0,011363636;0,3439;0,165472574;0;0;-1;1;1;1;1;0;1
HA;Estable;5;2;0;0;0;0,15340909;0,5118;0,165407615;0;0;0;1;0;1;1;0,940390544;1
HC;km-;3;1;0;1;0;0,039772727;0,3439;0,165220382;0;0;-1;1;0;0;1;0,610483042;0
H0;km+;0;3;0;1;0;0,159090909;0,3439;0,165048432;0;0,025;0;1;0,677;0;1;0,110996916;0
HE;Nuevo;1;0;0;0;0;0,096590909;0,4685;0,164876483;0;0,727;-1;1;0,964;0;1;0;1
HE;Estable;1;2;0;1;1;0,164772727;0,4662;0,164822988;0;0,026;0;1;0;0;1;0,275436793;1
HE;Estable;1;2;0;1;0;0,142045454;0,3439;0,16462047;0;0;-1;1;0;0;1;0,263103802;0
HC;Estable;3;2;0;0;0;0,113636363;0,3439;0,164566974;0;0;0;1;0,225;0;1;0,63926002;0
HD;Estable;2;2;0;1;0;0,022727272;0,4685;0,164475268;0;0,041;-1;1;1;1;1;0;1
HD;Estable;2;2;0;0;1;0,414772727;0,4062;0,164079784;0;0,1;-1;1;0,967;1;1;0,469681397;1
HD;km++;2;3;0;1;0;0,102272727;0,3439;0,1636117;0;0,025;0;1;0,677;0;1;0,530318602;0
HD;km+;2;3;0;0;0;0,386363636;0,4041;0,163588774;0;0,562;-1;1;0,354;0,999;1;0,514902363;1
